DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA_Y_GRUPO_DE_EDAD,AÑO,Población_Total,Hombres,Mujeres,Tasa_Total,Brecha
Santa Cruz,Warnes,El Torno,40 a 59 ,2024,29201,15176,14025,96.849422964967,3.29447941538238
Santa Cruz,Warnes,El Torno,60 o más ,2001,2709,1509,1200,62.2369878183832,22.1177932405567
Santa Cruz,Warnes,El Torno,60 o más ,2012,5727,2981,2746,83.9706652697747,14.1208229933058
Santa Cruz,Warnes,El Torno,60 o más ,2024,10413,5347,5066,83.7894939018535,15.9830502930792
Santa Cruz,Warnes,El Torno,Urbana,2001,13994,6814,7180,92.5039302558239,6.85854863777917
Santa Cruz,Warnes,El Torno,Urbana,2012,54749,27271,27478,97.4739264644103,2.49056886493123
Santa Cruz,Warnes,El Torno,Urbana,2024,93889,46896,46993,97.4746775447603,2.24211901432099
Santa Cruz,Warnes,El Torno,15 a 24 ,2001,5085,2403,2682,98.0334316617502,1.20375257996857
Santa Cruz,Warnes,El Torno,15 a 24 ,2012,18123,8877,9246,99.5254648788832,0.157312530753231
Santa Cruz,Warnes,El Torno,15 a 24 ,2024,26015,13173,12842,99.4887564866423,-0.102325109811474
Santa Cruz,Warnes,El Torno,25 a 39 ,2001,4758,2300,2458,95.7965531736024,4.7702267661938
Santa Cruz,Warnes,El Torno,25 a 39 ,2012,19911,9787,10124,98.8800160715183,0.796025876656799
Santa Cruz,Warnes,El Torno,25 a 39 ,2024,34065,16469,17596,99.3189490679583,0.154724208471436
Santa Cruz,Warnes,El Torno,40 a 59 ,2001,3131,1615,1516,85.6914723730438,15.8680166970274
Santa Cruz,Warnes,El Torno,40 a 59 ,2012,12630,6581,6049,95.9778305621536,5.13020985559629
Santa Cruz,Warnes,El Torno,40 a 59 ,2024,25397,13032,12365,97.1177698153325,3.27212718725029
Santa Cruz,Warnes,El Torno,60 o más ,2001,1020,496,524,70.4901960784314,21.3371090864319
Santa Cruz,Warnes,El Torno,60 o más ,2012,4085,2026,2059,86.1444308445532,13.7794873540525
Santa Cruz,Warnes,El Torno,60 o más ,2024,8412,4222,4190,84.8549690917737,15.3318055553986
Santa Cruz,Warnes,El Torno,Rural,2001,18008,10378,7630,86.9724566859174,10.2565741068855
Santa Cruz,Warnes,El Torno,Rural,2012,13556,7502,6054,94.5264089701977,4.01837122698345
Santa Cruz,Warnes,El Torno,Rural,2024,14240,7718,6522,95.0421348314607,3.52622363966113
Santa Cruz,Warnes,El Torno,15 a 24 ,2001,6137,3427,2710,96.3174189343327,3.05305060637417
Santa Cruz,Warnes,El Torno,15 a 24 ,2012,4365,2336,2029,99.3356242840779,0.232058946643519
Santa Cruz,Warnes,El Torno,15 a 24 ,2024,3654,1897,1757,99.2063492063492,0.0060905560677611
Santa Cruz,Warnes,El Torno,25 a 39 ,2001,6055,3462,2593,92.4029727497936,7.08290529339199
Santa Cruz,Warnes,El Torno,25 a 39 ,2012,4207,2281,1926,97.2664606608034,1.4701336563776
Santa Cruz,Warnes,El Torno,25 a 39 ,2024,4781,2552,2229,98.4312905249948,0.0868608580819199
Santa Cruz,Warnes,El Torno,40 a 59 ,2001,4127,2476,1651,77.271625878362,23.1953464341873
Santa Cruz,Warnes,El Torno,40 a 59 ,2012,3342,1930,1412,92.6391382405745,7.6112962174698
Santa Cruz,Warnes,El Torno,40 a 59 ,2024,3804,2144,1660,95.0578338590957,3.84350836180542
Santa Cruz,Warnes,El Torno,60 o más ,2001,1689,1013,676,57.2528123149793,25.4116602510558
Santa Cruz,Warnes,El Torno,60 o más ,2012,1642,955,687,78.5627283800244,17.2002103385994
Santa Cruz,Warnes,El Torno,60 o más ,2024,2001,1125,876,79.3103448275862,20.0523592085236
Santa Cruz,Warnes,Warnes,Warnes,2001,25679,13727,11952,89.380427586744,8.66711607362892
Santa Cruz,Warnes,Warnes,Warnes,2012,60606,30720,29886,96.9408969408969,2.79732514806264
Santa Cruz,Warnes,Warnes,Warnes,2024,100949,50862,50087,97.1956136266828,2.35921936552352
Santa Cruz,Warnes,Warnes,15 a 24 ,2001,9108,4744,4364,97.0355731225296,1.96355896705067
Santa Cruz,Warnes,Warnes,15 a 24 ,2012,19802,9833,9969,99.5051004948995,0.175010140507069
Santa Cruz,Warnes,Warnes,15 a 24 ,2024,27840,14126,13714,99.4504310344828,-0.105883647931137
Santa Cruz,Warnes,Warnes,25 a 39 ,2001,8700,4605,4095,93.7931034482759,6.12807388051688
Santa Cruz,Warnes,Warnes,25 a 39 ,2012,21799,10892,10907,98.5687416853984,0.933853474443779
Santa Cruz,Warnes,Warnes,25 a 39 ,2024,36426,17783,18643,99.2175918300115,0.122350578586364
Santa Cruz,Warnes,Warnes,40 a 59 ,2001,5769,3216,2553,80.7072282891316,19.4249083606644
Santa Cruz,Warnes,Warnes,40 a 59 ,2012,14112,7471,6641,95.280612244898,5.67682163130354
Santa Cruz,Warnes,Warnes,40 a 59 ,2024,27298,14167,13131,96.8569125943293,3.33517505645165
Santa Cruz,Warnes,Warnes,60 o más ,2001,2102,1162,940,61.7507136060894,25.6826088548724
Santa Cruz,Warnes,Warnes,60 o más ,2012,4893,2524,2369,84.0997343143266,15.0015821101804
Santa Cruz,Warnes,Warnes,60 o más ,2024,9385,4786,4599,83.6441129461907,16.3215681164722
Santa Cruz,Warnes,Warnes,Urbana,2001,11812,5745,6067,92.5414832373857,7.33670129449462
Santa Cruz,Warnes,Warnes,Urbana,2012,50838,25321,25517,97.4861324206302,2.55353266255889
Santa Cruz,Warnes,Warnes,Urbana,2024,90397,45193,45204,97.4811110988197,2.25388660531978
Santa Cruz,Warnes,Warnes,15 a 24 ,2001,4282,2027,2255,98.0850070060719,1.38804629738006
Santa Cruz,Warnes,Warnes,15 a 24 ,2012,16641,8146,8495,99.5493059311339,0.1854920508258
Santa Cruz,Warnes,Warnes,15 a 24 ,2024,25075,12702,12373,99.4775672981057,-0.0899951251527114
Santa Cruz,Warnes,Warnes,25 a 39 ,2001,4038,1950,2088,95.8890539871223,4.97494842322429
Santa Cruz,Warnes,Warnes,25 a 39 ,2012,18732,9227,9505,98.8735853085629,0.788862273066258
Santa Cruz,Warnes,Warnes,25 a 39 ,2024,32878,15916,16962,99.3065271610195,0.162864975089264
Santa Cruz,Warnes,Warnes,40 a 59 ,2001,2638,1359,1279,85.6330553449583,16.5803397959108
Santa Cruz,Warnes,Warnes,40 a 59 ,2012,11743,6110,5633,95.9890998892957,5.22248045551073
Santa Cruz,Warnes,Warnes,40 a 59 ,2024,24470,12571,11899,97.1107478545157,3.32425429744446
Santa Cruz,Warnes,Warnes,60 o más ,2001,854,409,445,70.2576112412178,23.2949644240543
Santa Cruz,Warnes,Warnes,60 o más ,2012,3722,1838,1884,86.0021493820527,14.325723289184
Santa Cruz,Warnes,Warnes,60 o más ,2024,7974,4004,3970,84.8131427138199,15.4545957820517
Santa Cruz,Warnes,Warnes,Rural,2001,13867,7982,5885,86.6878200043268,10.939669481482
Santa Cruz,Warnes,Warnes,Rural,2012,9768,5399,4369,94.1031941031941,4.73605672252404
Santa Cruz,Warnes,Warnes,Rural,2024,10552,5669,4883,94.7498104624716,3.64544452013416
Santa Cruz,Warnes,Warnes,15 a 24 ,2001,4826,2717,2109,96.1044343141318,2.85025548183442
Santa Cruz,Warnes,Warnes,15 a 24 ,2012,3161,1687,1474,99.2723821575451,0.162066211487158
Santa Cruz,Warnes,Warnes,15 a 24 ,2024,2765,1424,1341,99.2043399638336,-0.241780408717304
Santa Cruz,Warnes,Warnes,25 a 39 ,2001,4662,2655,2007,91.977691977692,7.87345983971355
Santa Cruz,Warnes,Warnes,25 a 39 ,2012,3067,1665,1402,96.7068796869906,2.2112983168618
Santa Cruz,Warnes,Warnes,25 a 39 ,2024,3548,1867,1681,98.3934611048478,-0.113719388725642
Santa Cruz,Warnes,Warnes,40 a 59 ,2001,3131,1857,1274,76.5570105397637,23.4692609490671
Santa Cruz,Warnes,Warnes,40 a 59 ,2012,2369,1361,1008,91.7686787674124,8.81165226315851
Santa Cruz,Warnes,Warnes,40 a 59 ,2024,2828,1596,1232,94.6605374823197,3.91461608566873
Santa Cruz,Warnes,Warnes,60 o más ,2001,1248,753,495,55.9294871794872,31.0885749929575
Santa Cruz,Warnes,Warnes,60 o más ,2012,1171,686,485,78.0529461998292,19.9056235159749
Santa Cruz,Warnes,Warnes,60 o más ,2024,1411,782,629,77.0375620127569,22.82435888574
Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,2001,6323,3465,2858,89.4353945911751,6.26131352513437
Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,2012,7699,4053,3646,96.4800623457592,1.80595995002585
Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,2024,7180,3752,3428,96.5738161559889,2.43115768050895
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2001,2114,1086,1028,97.3509933774835,2.41775408273678
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2012,2686,1380,1306,99.3670886075949,0.109416960738628
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2024,1829,944,885,99.507927829415,0.141242937853107
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2001,2113,1157,956,94.3208707998107,3.95581922661044
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2012,2319,1176,1143,98.8788270806382,0.204438730872937
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2024,2420,1238,1182,99.0909090909091,0.207473983746496
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2001,1489,875,614,81.6655473472129,17.8559329920893
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2012,1860,1040,820,95.2688172043011,4.18855534709192
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2024,1903,1009,894,96.7419863373621,2.71582602217626
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2001,607,347,260,63.9209225700165,9.54998891598315
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2012,834,457,377,83.2134292565947,9.05919704682249
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2024,1028,561,467,85.1167315175097,12.7506326649796
Santa Cruz,Warnes,Okinawa Uno,Urbana,2001,2182,1069,1113,92.3006416131989,4.27417450203691
Santa Cruz,Warnes,Okinawa Uno,Urbana,2012,3911,1950,1961,97.3152646382,1.67245910642137
Santa Cruz,Warnes,Okinawa Uno,Urbana,2024,3492,1703,1789,97.3081328751432,1.93043742555389
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2001,803,376,427,97.7584059775841,0.214260800239174
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2012,1482,731,751,99.2577597840756,-0.155014472267723
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2024,940,471,469,99.7872340425532,-0.424628450106155
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2001,720,350,370,95.2777777777778,3.62934362934362
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2012,1179,560,619,98.9821882951654,0.9182437110547
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2024,1187,553,634,99.6630160067397,-0.0462062395536833
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2001,493,256,237,86.0040567951319,12.050039556962
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2012,887,471,416,95.8286358511838,3.91454352441613
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2024,927,461,466,97.3031283710895,1.91271075195739
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2001,166,87,79,71.6867469879518,11.188709442747
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2012,363,188,175,87.603305785124,8.06079027355622
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2024,438,218,220,85.6164383561644,13.1109257714762
Santa Cruz,Warnes,Okinawa Uno,Rural,2001,4141,2396,1745,87.9256218304757,7.95334631262227
Santa Cruz,Warnes,Okinawa Uno,Rural,2012,3788,2103,1685,95.6177402323126,2.15495455834606
Santa Cruz,Warnes,Okinawa Uno,Rural,2024,3688,2049,1639,95.8785249457701,3.12418951073917
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2001,1311,710,601,97.1014492753623,3.86491996906563
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2012,1204,649,555,99.5016611295681,0.412554310859406
Santa Cruz,Warnes,Okinawa Uno,15 a 24 ,2024,889,473,416,99.2125984251969,0.779090095950551
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2001,1393,807,586,93.8262742282843,4.36602086690266
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2012,1140,616,524,98.7719298245614,-0.50684048775652
Santa Cruz,Warnes,Okinawa Uno,25 a 39 ,2024,1233,685,548,98.5401459854015,0.656934306569355
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2001,996,619,377,79.5180722891566,22.1011899915582
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2012,973,569,404,94.7584789311408,4.58160051506029
Santa Cruz,Warnes,Okinawa Uno,40 a 59 ,2024,976,548,428,96.2090163934426,3.6513404734293
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2001,441,260,181,60.9977324263039,9.75138121546961
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2012,471,269,202,79.8301486199575,10.624240862748
Santa Cruz,Warnes,Okinawa Uno,60 o más ,2024,590,343,247,84.7457627118644,12.7595283341792
Santa Cruz,Velasco,Okinawa Uno,Velasco,2001,29220,15301,13919,88.1416837782341,10.6938869556095
Santa Cruz,Velasco,Okinawa Uno,Velasco,2012,41935,21790,20145,95.9222606414689,3.53986375282187
Santa Cruz,Velasco,Okinawa Uno,Velasco,2024,59273,31763,27510,96.4132066876993,3.22394847892733
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2001,10229,5373,4856,98.4651481083195,1.23367616041031
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2012,13550,6997,6553,99.4243542435424,-0.109994601902699
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2024,15672,8232,7440,99.2789688616641,-0.118851688140694
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2001,9385,4819,4566,95.4821523708045,4.80754609005436
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2012,13413,6842,6571,98.7027510624021,1.03696314548735
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2024,20339,10730,9609,99.242833964305,0.182350792016308
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2001,6811,3724,3087,80.1791220085156,22.2252058718224
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2012,10489,5653,4836,95.4237772904948,4.82261846809931
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2024,16419,9156,7263,96.6441317985261,3.26560915132247
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2001,2795,1385,1410,45.1162790697674,34.942263870753
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2012,4483,2298,2185,78.1842516172206,19.1355929840494
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2024,6843,3645,3198,80.8855765015344,20.1779146946265
Santa Cruz,Velasco,Okinawa Uno,Urbana,2001,14022,6713,7309,92.0696049065754,7.69804462895857
Santa Cruz,Velasco,Okinawa Uno,Urbana,2012,18803,8942,9861,97.0855714513641,2.23067990176402
Santa Cruz,Velasco,Okinawa Uno,Urbana,2024,26440,13167,13273,96.8419062027232,2.50875757345163
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2001,5352,2632,2720,99.0657698056801,0.791614518147668
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2012,6487,3107,3380,99.4604593802991,-0.323463147730919
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2024,7327,3766,3561,99.1265183567627,-0.224260789460615
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2001,4436,2014,2422,97.2272317403066,2.71399132578965
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2012,5958,2725,3233,99.3286337697214,0.358073422872494
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2024,8843,4205,4638,99.2084134343549,0.0583198609019462
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2001,3006,1526,1480,87.4584165003327,15.2243987106373
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2012,4484,2235,2249,97.3461195361285,2.3474116758828
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2024,7061,3613,3448,97.2525138082425,2.28232125162872
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2001,1228,541,687,54.2345276872964,33.5660685506112
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2012,1874,875,999,81.1099252934899,16.5694837694838
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2024,3209,1583,1626,84.2006855718292,15.9708511172288
Santa Cruz,Velasco,Okinawa Uno,Rural,2001,15198,8588,6610,84.5176996973286,14.929018219843
Santa Cruz,Velasco,Okinawa Uno,Rural,2012,23132,12848,10284,94.9766557150268,4.96151513698389
Santa Cruz,Velasco,Okinawa Uno,Rural,2024,32833,18596,14237,96.0679803855877,3.93372039653282
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2001,4877,2741,2136,97.8060282960837,1.92728124867629
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2012,7063,3890,3173,99.3911935438199,0.0962815270554813
Santa Cruz,Velasco,Okinawa Uno,15 a 24 ,2024,8345,4466,3879,99.4128220491312,-0.0374113623173571
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2001,4949,2805,2144,93.9179632248939,7.53807832495278
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2012,7455,4117,3338,98.2025486250838,1.79022868106098
Santa Cruz,Velasco,Okinawa Uno,25 a 39 ,2024,11496,6525,4971,99.2693110647182,0.272106955976867
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2001,3805,2198,1607,74.4283837056505,29.738637772756
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2012,6005,3418,2587,93.9883430474605,7.16321853223447
Santa Cruz,Velasco,Okinawa Uno,40 a 59 ,2024,9358,5543,3815,96.185082282539,4.2244395006371
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2001,1567,844,723,37.9706445437141,39.4253144808689
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2012,2609,1423,1186,76.0827903411269,21.8501989123518
Santa Cruz,Velasco,Okinawa Uno,60 o más ,2024,3634,2062,1572,77.958172812328,25.0568261748395
Santa Cruz,Velasco,San Ignacio,San Ignacio,2001,21322,11036,10286,88.2093612231498,10.1657510037149
Santa Cruz,Velasco,San Ignacio,San Ignacio,2012,31115,16023,15092,95.9119395789812,3.48735705410485
Santa Cruz,Velasco,San Ignacio,San Ignacio,2024,43080,22781,20299,96.3207985143918,3.39249474904413
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2001,7618,3978,3640,98.6348122866894,1.01576528047117
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2012,10169,5255,4914,99.4394729078572,-0.100193354237121
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2024,11965,6318,5647,99.3063100710405,-0.0393270359624296
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2001,6843,3436,3407,95.3383019143651,4.68668047329798
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2012,9947,4963,4984,98.5724338996682,1.16015820442058
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2024,14751,7646,7105,99.2136126364314,0.220679935859906
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2001,4889,2633,2256,79.7504602168133,22.3188768844966
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2012,7712,4105,3607,95.1504149377593,5.05611804357949
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2024,11541,6283,5258,96.3348063426046,3.60818953521451
Santa Cruz,Velasco,San Ignacio,60 o más ,2001,1972,989,983,44.1683569979716,34.3157232096294
Santa Cruz,Velasco,San Ignacio,60 o más ,2012,3287,1700,1587,78.7344082750228,18.7035842692465
Santa Cruz,Velasco,San Ignacio,60 o más ,2024,4823,2534,2289,80.033174372797,21.2831485678564
Santa Cruz,Velasco,San Ignacio,Urbana,2001,10527,4987,5540,92.5809822361547,6.62934821872608
Santa Cruz,Velasco,San Ignacio,Urbana,2012,14215,6727,7488,97.2423496306718,1.84862253020422
Santa Cruz,Velasco,San Ignacio,Urbana,2024,21100,10592,10508,96.8957345971564,2.44181673695312
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2001,4112,2010,2102,99.2704280155642,0.453962348107226
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2012,4934,2372,2562,99.4325091203891,-0.287342703647681
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2024,5971,3129,2842,99.1123764863507,-0.149483537918769
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2001,3332,1478,1854,97.2388955582233,2.53031517269466
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2012,4489,2009,2480,99.3985297393629,0.187723791326121
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2024,7156,3408,3748,99.1755170486305,0.117558785655945
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2001,2208,1103,1105,88.0434782608696,13.38414771725
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2012,3404,1677,1727,97.4148061104583,2.39225545106154
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2024,5554,2830,2724,97.0831832913216,2.41686254365074
Santa Cruz,Velasco,San Ignacio,60 o más ,2001,875,396,479,54.8571428571429,32.6437654203834
Santa Cruz,Velasco,San Ignacio,60 o más ,2012,1388,669,719,82.0605187319885,14.4323102798065
Santa Cruz,Velasco,San Ignacio,60 o más ,2024,2419,1225,1194,84.2496899545267,16.1979967866544
Santa Cruz,Velasco,San Ignacio,Rural,2001,10795,6049,4746,83.9462714219546,15.3074132539034
Santa Cruz,Velasco,San Ignacio,Rural,2012,16900,9296,7604,94.792899408284,5.2610683207769
Santa Cruz,Velasco,San Ignacio,Rural,2024,21980,12189,9791,95.7688808007279,4.45210218029706
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2001,3506,1968,1538,97.8893325727325,1.91563058348399
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2012,5235,2883,2352,99.4460362941738,0.0749467320747215
Santa Cruz,Velasco,San Ignacio,15 a 24 ,2024,5994,3189,2805,99.4994994994995,0.0643924721175466
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2001,3511,1958,1553,93.5346055254913,7.68902917480878
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2012,5458,2954,2504,97.8930010993038,2.2314195729622
Santa Cruz,Velasco,San Ignacio,25 a 39 ,2024,7595,4238,3357,99.2495062541146,0.309946618274054
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2001,2681,1530,1151,72.9205520328236,32.0185346075876
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2012,4308,2428,1880,93.3611884865367,7.75693154334186
Santa Cruz,Velasco,San Ignacio,40 a 59 ,2024,5987,3453,2534,95.6405545348255,4.96287844138141
Santa Cruz,Velasco,San Ignacio,60 o más ,2001,1097,593,504,35.6426618049225,39.1415053936133
Santa Cruz,Velasco,San Ignacio,60 o más ,2012,1899,1031,868,76.303317535545,22.5596374152427
Santa Cruz,Velasco,San Ignacio,60 o más ,2024,2404,1309,1095,75.7903494176373,27.1543337135601
Santa Cruz,Velasco,San Miguel,San Miguel,2001,5186,2673,2513,86.4057076745083,12.2272525553244
Santa Cruz,Velasco,San Miguel,San Miguel,2012,7056,3636,3420,95.578231292517,4.01598054542296
Santa Cruz,Velasco,San Miguel,San Miguel,2024,10190,5538,4652,96.2512266928361,3.30692624117836
Santa Cruz,Velasco,San Miguel,15 a 24 ,2001,1647,840,807,97.8142076502732,2.03133297928837
Santa Cruz,Velasco,San Miguel,15 a 24 ,2012,2209,1124,1085,99.4567677682209,0.0191875625235696
Santa Cruz,Velasco,San Miguel,15 a 24 ,2024,2297,1175,1122,99.0857640400522,-0.567603443698559
Santa Cruz,Velasco,San Miguel,25 a 39 ,2001,1607,833,774,95.5196017423771,5.31437381154012
Santa Cruz,Velasco,San Miguel,25 a 39 ,2012,2178,1135,1043,99.0817263544536,0.813647517961144
Santa Cruz,Velasco,San Miguel,25 a 39 ,2024,3450,1880,1570,99.2173913043478,0.31711614039844
Santa Cruz,Velasco,San Miguel,40 a 59 ,2001,1327,718,609,80.5576488319518,19.9070580109866
Santa Cruz,Velasco,San Miguel,40 a 59 ,2012,1820,972,848,96.2087912087912,4.38310427828247
Santa Cruz,Velasco,San Miguel,40 a 59 ,2024,3079,1770,1309,97.3367976615784,2.67625694345534
Santa Cruz,Velasco,San Miguel,60 o más ,2001,605,282,323,43.9669421487603,35.211777880245
Santa Cruz,Velasco,San Miguel,60 o más ,2012,849,405,444,75.1472320376914,18.7220553887221
Santa Cruz,Velasco,San Miguel,60 o más ,2024,1364,713,651,81.524926686217,17.845455152608
Santa Cruz,Velasco,San Miguel,Urbana,2001,2365,1120,1245,89.5560253699789,11.5286144578313
Santa Cruz,Velasco,San Miguel,Urbana,2012,2737,1280,1457,96.0906101571063,3.82163692518874
Santa Cruz,Velasco,San Miguel,Urbana,2024,3478,1641,1837,95.9746981023577,3.00612005173632
Santa Cruz,Velasco,San Miguel,15 a 24 ,2001,837,409,428,98.5663082437276,2.32559468043782
Santa Cruz,Velasco,San Miguel,15 a 24 ,2012,944,447,497,99.5762711864407,-0.469933696136536
Santa Cruz,Velasco,San Miguel,15 a 24 ,2024,860,400,460,98.953488372093,-0.380434782608702
Santa Cruz,Velasco,San Miguel,25 a 39 ,2001,710,329,381,97.0422535211268,3.81255534547543
Santa Cruz,Velasco,San Miguel,25 a 39 ,2012,820,381,439,99.0243902439025,0.841808213608829
Santa Cruz,Velasco,San Miguel,25 a 39 ,2024,1065,496,569,99.0610328638498,-0.129329893984917
Santa Cruz,Velasco,San Miguel,40 a 59 ,2001,563,278,285,84.1918294849023,20.5692288274643
Santa Cruz,Velasco,San Miguel,40 a 59 ,2012,631,309,322,97.3058637083994,2.10858509718788
Santa Cruz,Velasco,San Miguel,40 a 59 ,2024,995,505,490,97.6884422110553,1.87916750858759
Santa Cruz,Velasco,San Miguel,60 o más ,2001,255,104,151,50.9803921568627,34.0677534386144
Santa Cruz,Velasco,San Miguel,60 o más ,2012,342,143,199,77.1929824561403,22.3705942298907
Santa Cruz,Velasco,San Miguel,60 o más ,2024,558,240,318,82.4372759856631,14.001572327044
Santa Cruz,Velasco,San Miguel,Rural,2001,2821,1553,1268,83.7646224742999,13.7719606500901
Santa Cruz,Velasco,San Miguel,Rural,2012,4319,2356,1963,95.2535309099329,4.27964023743154
Santa Cruz,Velasco,San Miguel,Rural,2024,6712,3897,2815,96.3945172824791,3.45728439830066
Santa Cruz,Velasco,San Miguel,15 a 24 ,2001,810,431,379,97.037037037037,1.86961658779669
Santa Cruz,Velasco,San Miguel,15 a 24 ,2012,1265,677,588,99.3675889328063,0.407208673720589
Santa Cruz,Velasco,San Miguel,15 a 24 ,2024,1437,775,662,99.1649269311065,-0.708118117142575
Santa Cruz,Velasco,San Miguel,25 a 39 ,2001,897,504,393,94.314381270903,7.08984611656368
Santa Cruz,Velasco,San Miguel,25 a 39 ,2012,1358,754,604,99.1163475699558,0.793999332478435
Santa Cruz,Velasco,San Miguel,25 a 39 ,2024,2385,1384,1001,99.2872117400419,0.493220652180199
Santa Cruz,Velasco,San Miguel,40 a 59 ,2001,764,440,324,77.8795811518325,20.5415263748597
Santa Cruz,Velasco,San Miguel,40 a 59 ,2012,1189,663,526,95.6265769554247,5.79460798651135
Santa Cruz,Velasco,San Miguel,40 a 59 ,2024,2084,1265,819,97.168905950096,3.18087709392059
